Release Date	Movie	Production Budget	Domestic Gross	Worldwide Gross
3/29/74	The Great Gatsby	$7,000,000 	$26,533,200 	$26,533,200 
8/4/06	The Descent	$7,000,000 	$26,024,456 	$57,029,609 
8/25/95	Desperado	$7,000,000 	$25,532,388 	$25,532,388 
1/1/76	Logan's Run	$7,000,000 	$25,000,000 	$25,000,000 
3/8/96	Fargo	$7,000,000 	$24,567,751 	$51,204,567 
4/11/01	Kingdom Come	$7,000,000 	$23,247,539 	$23,393,939 
12/20/74	The Man with the Golden Gun	$7,000,000 	$21,000,000 	$97,600,000 
2/12/88	Action Jackson	$7,000,000 	$20,257,000 	$20,257,000 
5/5/00	Michael Jordan to the MAX	$7,000,000 	$18,642,318 	$18,642,318 
7/22/05	The Devil's Rejects	$7,000,000 	$17,044,981 	$20,940,428 
3/22/96	Flirting with Disaster	$7,000,000 	$14,853,474 	$16,149,180 
7/31/92	Buffy the Vampire Slayer	$7,000,000 	$14,231,669 	$14,231,669 
8/25/99	In Too Deep	$7,000,000 	$14,026,509 	$14,026,509 
4/11/03	House of 1,000 Corpses	$7,000,000 	$12,634,962 	$17,005,466 
10/11/85	Silver Bullet	$7,000,000 	$10,803,211 	$10,803,211 
10/10/03	The House of the Dead	$7,000,000 	$10,199,354 	$13,767,816 
10/2/09	A Serious Man	$7,000,000 	$9,228,788 	$30,723,591 
7/30/10	Get Low	$7,000,000 	$9,176,933 	$9,696,933 
12/11/09	A Single Man	$7,000,000 	$9,176,000 	$28,142,379 
1/10/91	Warlock	$7,000,000 	$8,824,553 	$8,824,553 
8/12/88	The Last Temptation of Christ	$7,000,000 	$8,373,585 	$8,373,585 
6/18/10	Cyrus	$7,000,000 	$7,468,936 	$10,039,886 
9/1/99	Outside Providence	$7,000,000 	$7,309,628 	$7,824,358 
2/11/05	Bride & Prejudice	$7,000,000 	$6,601,079 	$25,269,040 
11/29/02	Rabbit-Proof Fence	$7,000,000 	$6,199,600 	$16,866,928 
5/1/92	Split Second	$7,000,000 	$5,430,822 	$5,430,822 
3/8/91	Nikita	$7,000,000 	$5,017,971 	$5,017,971 
12/14/01	The Other Side of Heaven	$7,000,000 	$4,720,371 	$4,720,371 
9/28/90	Dark Angel	$7,000,000 	$4,372,561 	$4,372,561 
11/12/04	Veer-Zaara	$7,000,000 	$2,938,532 	$7,017,859 
8/27/99	A Dog of Flanders	$7,000,000 	$2,165,637 	$2,165,637 
10/18/02	Auto Focus	$7,000,000 	$2,062,066 	$2,703,821 
10/21/11	The Mighty Macs	$7,000,000 	$1,891,936 	$1,891,936 
12/22/10	Somewhere	$7,000,000 	$1,785,645 	$14,385,645 
12/29/06	Factory Girl	$7,000,000 	$1,661,464 	$1,661,464 
9/25/09	I Hope They Serve Beer in Hell	$7,000,000 	$1,429,299 	$1,429,453 
4/8/83	Losin' It	$7,000,000 	$1,246,141 	$1,246,141 
5/7/10	Mother and Child	$7,000,000 	$1,110,509 	$5,010,509 
8/5/77	March or Die	$7,000,000 	$1,000,000 	$1,000,000 
7/12/96	Les Visiteurs	$7,000,000 	$659,000 	$98,754,000 
7/30/10	The Extra Man	$7,000,000 	$453,377 	$457,877 
5/13/11	Hesher	$7,000,000 	$382,946 	$382,946 
3/13/98	Chairman of the Board	$7,000,000 	$306,715 	$306,715 
2/14/03	Gerry	$7,000,000 	$254,683 	$254,683 
5/12/06	Wah-Wah	$7,000,000 	$234,750 	$463,039 
6/13/03	The Heart of Me	$7,000,000 	$196,067 	$196,067 
3/26/10	Ca$h	$7,000,000 	$46,488 	$46,488 
1/21/00	The Boondock Saints	$7,000,000 	$30,471 	$411,874 
3/11/08	Stargate - The Ark of Truth	$7,000,000 	$0 	$0 
12/12/08	The Kings of Appletown	$7,000,000 	$0 	$0 
6/28/85	Pale Rider	$6,900,000 	$41,410,568 	$41,410,568 
9/24/93	Dazed and Confused	$6,900,000 	$7,950,889 	$7,950,889 
8/11/00	Aimée & Jaguar	$6,800,000 	$927,107 	$927,107 
8/5/05	The Chumscrubber	$6,800,000 	$49,526 	$49,526 
4/9/04	Shade	$6,800,000 	$25,032 	$459,098 
9/10/10	Bran Nue Dae	$6,750,000 	$113,568 	$6,352,060 
9/3/04	Remember Me, My Love	$6,700,000 	$223,878 	$223,878 
5/21/10	Perrier's Bounty	$6,600,000 	$828 	$828 
9/19/08	Tropa de Elite	$6,537,890 	$8,744 	$14,319,195 
2/1/08	Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour	$6,500,000 	$65,281,781 	$70,712,099 
7/12/91	Boyz n the Hood	$6,500,000 	$56,190,094 	$56,190,094 
5/22/81	The Four Seasons	$6,500,000 	$42,488,161 	$42,488,161 
1/1/80	Dressed to Kill	$6,500,000 	$31,899,000 	$31,899,000 
4/2/93	The Adventures of Huck Finn	$6,500,000 	$24,103,594 	$24,103,594 
4/9/99	Go!	$6,500,000 	$16,875,273 	$28,383,441 
4/7/06	Friends with Money	$6,500,000 	$13,368,437 	$17,518,322 
10/22/99	Bats	$6,500,000 	$10,155,691 	$10,155,691 
3/7/03	Nowhere in Africa	$6,500,000 	$6,173,485 	$6,173,485 
12/2/11	Shame	$6,500,000 	$4,002,293 	$10,781,688 
5/13/05	Layer Cake	$6,500,000 	$2,339,957 	$11,850,214 
10/21/05	The Work and the Glory: American Zion	$6,500,000 	$2,025,032 	$2,025,032 
11/13/09	The Messenger	$6,500,000 	$1,109,660 	$1,409,660 
7/23/04	A Home at the End of the World	$6,500,000 	$1,029,017 	$1,033,810 
12/31/11	Tracker	$6,500,000 	$0 	$3,149 
10/26/84	The Terminator	$6,400,000 	$38,019,031 	$78,019,031 
2/27/04	Goodbye, Lenin!	$6,400,000 	$4,063,859 	$79,384,539 
10/10/07	Control	$6,400,000 	$871,577 	$5,645,350 
10/9/09	The Damned United	$6,400,000 	$449,865 	$4,199,874 
2/22/08	Die Fälscher	$6,250,000 	$5,488,570 	$20,199,663 
1/15/88	Return of the Living Dead Part II	$6,200,000 	$9,205,924 	$9,205,924 
10/20/95	Mallrats	$6,100,000 	$2,108,367 	$2,108,367 
6/16/78	Grease	$6,000,000 	$181,813,770 	$387,513,770 
12/19/86	Platoon	$6,000,000 	$137,963,328 	$137,963,328 
6/23/04	Fahrenheit 9/11	$6,000,000 	$119,114,517 	$222,414,517 
10/24/69	Butch Cassidy and the Sundance Kid	$6,000,000 	$102,308,900 	$102,308,900 
8/26/64	Mary Poppins	$6,000,000 	$102,300,000 	$102,300,000 
9/19/80	Ordinary People	$6,000,000 	$52,302,978 	$52,302,978 
10/18/61	West Side Story	$6,000,000 	$43,700,000 	$43,700,000 
10/17/56	Around the World in 80 Days	$6,000,000 	$42,000,000 	$42,000,000 
7/25/80	Caddyshack	$6,000,000 	$39,846,344 	$39,846,344 
3/23/01	The Brothers	$6,000,000 	$27,457,409 	$27,958,191 
12/17/08	The Wrestler	$6,000,000 	$26,238,243 	$46,634,275 
6/30/89	Do the Right Thing	$6,000,000 	$26,004,026 	$26,004,026 
7/10/81	Escape from New York	$6,000,000 	$25,244,700 	$25,244,700 
7/16/99	The Wood	$6,000,000 	$25,059,640 	$25,059,640 
8/16/95	The Usual Suspects	$6,000,000 	$23,341,568 	$34,449,356 
8/11/89	A Nightmare On Elm Street: The Dream Child	$6,000,000 	$22,168,359 	$22,168,359 
4/5/02	National Lampoon's Van Wilder	$6,000,000 	$21,305,259 	$38,565,523 
12/31/46	Duel in the Sun	$6,000,000 	$20,400,000 	$20,400,000 
9/27/00	Best in Show	$6,000,000 	$18,621,249 	$20,695,413 
9/27/06	The Last King of Scotland	$6,000,000 	$17,606,684 	$49,155,372 
4/16/03	A Mighty Wind	$6,000,000 	$17,583,468 	$18,552,708 
2/12/88	School Daze	$6,000,000 	$14,545,844 	$14,545,844 
8/8/07	Daddy Day Camp	$6,000,000 	$13,235,267 	$18,209,872 
10/21/88	Mystic Pizza	$6,000,000 	$12,793,213 	$12,793,213 
3/20/98	Mr. Nice Guy	$6,000,000 	$12,716,953 	$31,716,953 
1/1/56	War and Peace	$6,000,000 	$12,500,000 	$12,500,000 
4/24/98	Sliding Doors	$6,000,000 	$11,911,200 	$58,809,149 
5/24/95	Tales from the Hood	$6,000,000 	$11,784,569 	$11,784,569 
10/13/89	Halloween 5: The Revenge of Michael Myers	$6,000,000 	$11,642,254 	$11,642,254 
9/7/12	The Words	$6,000,000 	$11,494,838 	$12,132,578 
12/15/00	Pollock	$6,000,000 	$8,596,914 	$10,557,291 
2/15/08	Dolphins and Whales Tribes of the Ocean 3D	$6,000,000 	$7,714,996 	$17,252,287 
2/26/99	200 Cigarettes	$6,000,000 	$6,852,450 	$6,852,450 
3/19/10	City Island	$6,000,000 	$6,671,283 	$6,671,283 
3/16/12	Casa de mi Padre	$6,000,000 	$5,909,483 	$8,446,952 
7/29/11	The Guard	$6,000,000 	$5,359,774 	$15,944,629 
4/21/00	The Virgin Suicides	$6,000,000 	$4,859,475 	$10,619,770 
8/29/08	College	$6,000,000 	$4,694,491 	$5,629,618 
12/4/98	Little Voice	$6,000,000 	$4,595,000 	$21,787,233 
2/5/99	Simply Irresistible	$6,000,000 	$4,398,989 	$4,398,989 
12/21/06	Venus	$6,000,000 	$3,347,411 	$4,022,411 
7/20/01	Hedwig and the Angry Inch	$6,000,000 	$3,067,312 	$3,643,900 
10/31/03	Shattered Glass	$6,000,000 	$2,207,975 	$2,932,719 
7/3/08	The Wackness	$6,000,000 	$2,077,046 	$3,330,012 
11/16/01	Novocaine	$6,000,000 	$2,025,238 	$2,522,928 
7/15/11	Snow Flower and the Secret Fan	$6,000,000 	$1,348,205 	$11,348,205 
12/7/01	The Business of Strangers	$6,000,000 	$1,030,920 	$1,290,920 
8/30/91	Beastmaster 2: Through the Portal of Time	$6,000,000 	$773,490 	$773,490 
6/18/69	The Wild Bunch	$6,000,000 	$509,424 	$509,424 
3/25/11	The 5th Quarter	$6,000,000 	$408,159 	$408,159 
2/2/79	The First Great Train Robbery	$6,000,000 	$391,942 	$391,942 
12/20/02	Morvern Callar	$6,000,000 	$267,194 	$267,194 
10/10/03	The Flower of Evil	$6,000,000 	$181,798 	$181,798 
11/10/06	Come Early Morning	$6,000,000 	$119,452 	$119,452 
4/2/10	The Greatest	$6,000,000 	$115,862 	$115,862 
5/8/09	Julia	$6,000,000 	$65,108 	$1,365,108 
4/5/02	Lucky Break	$6,000,000 	$54,606 	$4,316,497 
10/3/07	Lake of Fire	$6,000,000 	$25,317 	$26,007 
4/2/10	Don McKay	$6,000,000 	$13,722 	$13,722 
5/10/11	Hit List The	$6,000,000 	$0 	$0 
3/15/11	A Shine of Rainbows	$6,000,000 	$0 	$0 
12/31/95	Men of War	$6,000,000 	$0 	$0 
8/12/05	11:14	$6,000,000 	$0 	$0 
2/4/83	Videodrome	$5,952,000 	$2,120,439 	$2,120,439 
8/2/96	Emma	$5,900,000 	$22,231,658 	$37,831,658 
5/16/03	L'auberge espagnole	$5,900,000 	$3,895,664 	$3,895,664 
2/8/68	The Planet of the Apes	$5,800,000 	$33,395,426 	$33,395,426 
3/7/65	The Train	$5,800,000 	$6,800,000 	$6,800,000 
9/8/06	Tom yum goong	$5,700,000 	$12,044,087 	$43,044,087 
8/27/99	Stiff Upper Lips	$5,700,000 	$69,582 	$69,582 
9/7/12	The Inbetweeners	$5,700,000 	$35,955 	$86,051,320 
3/12/03	Bend it Like Beckham	$5,600,000 	$32,543,449 	$76,730,377 
9/1/06	Crossover	$5,600,000 	$7,009,668 	$7,009,668 
6/21/02	Sunshine State	$5,600,000 	$3,064,356 	$3,064,356 
12/25/73	The Sting	$5,500,000 	$159,616,327 	$159,616,327 
9/25/81	Chariots of Fire	$5,500,000 	$57,159,946 	$57,159,946 
2/25/05	Diary of a Mad Black Woman	$5,500,000 	$50,406,346 	$50,425,450 
11/22/96	Shine	$5,500,000 	$35,811,509 	$35,811,509 
9/27/13	Don Jon	$5,500,000 	$24,477,704 	$26,377,704 
7/20/01	Ghost World	$5,500,000 	$6,217,849 	$8,761,608 
12/14/01	Iris	$5,500,000 	$5,580,479 	$15,155,021 
6/6/80	Galaxina	$5,500,000 	$4,865,000 	$4,865,000 
11/26/04	Les Choristes	$5,500,000 	$3,629,758 	$83,529,758 
10/3/03	Wonderland	$5,500,000 	$1,060,512 	$1,060,512 
7/1/05	De battre mon coeur s'est arrêté	$5,500,000 	$1,023,424 	$8,589,831 
4/1/11	Haevnen	$5,500,000 	$1,008,098 	$5,691,237 
10/21/11	Le Havre	$5,500,000 	$611,709 	$13,480,196 
5/17/02	Harvard Man	$5,500,000 	$56,653 	$56,653 
7/15/11	Salvation Boulevard	$5,500,000 	$28,468 	$28,468 
1/27/06	Rang De Basanti	$5,300,000 	$2,197,694 	$29,197,694 
10/27/00	A Room for Romeo Brass	$5,250,000 	$20,097 	$20,097 
8/1/44	Wilson	$5,200,000 	$2,000,000 	$2,000,000 
8/5/05	Saint Ralph	$5,200,000 	$795,126 	$1,695,126 
10/3/80	Somewhere in Time	$5,100,000 	$9,709,597 	$9,709,597 
4/19/02	My Big Fat Greek Wedding	$5,000,000 	$241,438,208 	$352,242,522 
9/26/86	Crocodile Dundee	$5,000,000 	$174,803,506 	$328,000,000 
10/21/11	Paranormal Activity 3	$5,000,000 	$104,028,807 	$207,039,844 
10/28/05	Saw II	$5,000,000 	$87,025,093 	$152,925,093 
9/13/13	Insidious Chapter 2	$5,000,000 	$83,586,447 	$161,691,693 
10/25/02	Jackass: The Movie	$5,000,000 	$64,282,312 	$79,282,312 
10/19/12	Paranormal Activity 4	$5,000,000 	$53,900,335 	$142,793,842 
2/27/87	A Nightmare On Elm Street 3: Dream Warriors	$5,000,000 	$44,793,222 	$44,793,222 
9/16/53	The Robe	$5,000,000 	$36,000,000 	$36,000,000 
9/13/91	Freddy's Dead: The Final Nightmare	$5,000,000 	$34,872,033 	$34,872,033 
12/24/03	Monster	$5,000,000 	$34,469,210 	$58,003,694 
1/3/14	Paranormal Activity: The Marked Ones	$5,000,000 	$32,087,368 	$75,987,368 
12/23/54	20,000 Leagues Under the Sea	$5,000,000 	$28,200,000 	$28,200,000 
10/3/80	The Elephant Man	$5,000,000 	$26,010,864 	$26,010,864 
3/16/01	Memento	$5,000,000 	$25,544,867 	$39,723,096 
8/26/11	Our Idiot Brother	$5,000,000 	$24,814,830 	$25,861,249 
7/21/06	Clerks II	$5,000,000 	$24,148,068 	$25,894,473 
4/8/98	The Players Club	$5,000,000 	$23,047,939 	$23,047,939 
10/13/00	Billy Elliot	$5,000,000 	$21,995,263 	$109,280,263 
12/17/97	The Apostle	$5,000,000 	$20,733,485 	$21,277,770 
11/3/82	The Man From Snowy River	$5,000,000 	$20,659,423 	$20,659,423 
10/23/91	House Party 2	$5,000,000 	$19,438,638 	$19,438,638 
3/26/99	Doug's 1st Movie	$5,000,000 	$19,421,271 	$19,421,271 
9/18/81	Mommie Dearest	$5,000,000 	$19,032,000 	$25,032,000 
10/1/88	Halloween 4: The Return of Michael Myers	$5,000,000 	$17,768,757 	$17,768,757 
9/2/11	Apollo 18	$5,000,000 	$17,686,929 	$26,517,819 
9/29/95	Halloween: The Curse of Michael Myers	$5,000,000 	$15,126,948 	$15,126,948 
1/1/54	The Egyptian	$5,000,000 	$15,000,000 	$15,000,000 
11/7/97	Eve's Bayou	$5,000,000 	$14,843,425 	$14,843,425 
4/10/81	Nighthawks	$5,000,000 	$14,600,000 	$19,600,000 
7/28/89	Friday the 13th Part VIII: Jason Takes Manhattan	$5,000,000 	$14,343,976 	$14,343,976 
3/15/13	Spring Breakers	$5,000,000 	$14,124,286 	$30,669,531 
3/15/02	Y Tu Mamá También	$5,000,000 	$13,649,881 	$33,649,881 
9/24/04	Shaun of the Dead	$5,000,000 	$13,542,874 	$30,332,385 
6/21/96	Lone Star	$5,000,000 	$12,961,389 	$12,961,389 
3/27/86	April Fool's Day	$5,000,000 	$12,947,763 	$12,947,763 
4/2/82	Diner	$5,000,000 	$12,592,907 	$12,592,907 
4/15/83	Lone Wolf McQuade	$5,000,000 	$12,232,628 	$12,232,628 
3/13/09	Sunshine Cleaning	$5,000,000 	$12,062,558 	$16,462,558 
1/1/59	Solomon and Sheba	$5,000,000 	$11,000,000 	$11,000,000 
1/1/57	A Farewell To Arms	$5,000,000 	$11,000,000 	$11,000,000 
8/20/82	The Beastmaster	$5,000,000 	$10,751,126 	$10,751,126 
1/9/09	Not Easily Broken	$5,000,000 	$10,572,742 	$10,732,909 
10/6/00	Digimon: The Movie	$5,000,000 	$9,628,751 	$16,628,751 
5/28/04	Saved!	$5,000,000 	$8,886,160 	$10,228,228 
5/9/03	Les invasions barbares	$5,000,000 	$8,460,000 	$8,460,000 
3/11/76	Robin and Marian	$5,000,000 	$8,000,000 	$8,000,000 
12/22/78	Force 10 from Navarone	$5,000,000 	$7,100,000 	$7,100,000 
4/27/01	The Forsaken	$5,000,000 	$6,755,271 	$6,755,271 
7/21/89	UHF	$5,000,000 	$6,157,157 	$6,157,157 
5/28/10	Sea Rex 3D: Journey to a Prehistoric World	$5,000,000 	$6,096,582 	$16,515,203 
1/6/06	Grandma's Boy	$5,000,000 	$6,090,172 	$6,590,172 
8/14/98	Slums of Beverly Hills	$5,000,000 	$5,502,773 	$5,502,773 
5/28/69	C'era una volta il West	$5,000,000 	$5,321,508 	$5,321,508 
7/13/01	Made	$5,000,000 	$5,308,707 	$5,476,060 
11/19/04	La mala educación	$5,000,000 	$5,211,842 	$40,311,842 
6/12/09	Moon	$5,000,000 	$5,010,163 	$10,676,073 
5/12/06	Keeping Up with the Steins	$5,000,000 	$4,339,241 	$4,414,154 
10/10/97	The Sweet Hereafter	$5,000,000 	$4,306,697 	$7,951,247 
2/25/11	Des Hommes et Des Dieux	$5,000,000 	$3,954,651 	$46,263,525 
8/27/82	Jekyll and Hyde... Together Again	$5,000,000 	$3,707,583 	$3,707,583 
5/13/11	Everything Must Go	$5,000,000 	$2,712,131 	$2,712,131 
12/17/10	Rabbit Hole	$5,000,000 	$2,229,058 	$5,839,592 
1/30/98	Zero Effect	$5,000,000 	$2,080,693 	$2,080,693 
10/22/04	The Machinist	$5,000,000 	$1,082,044 	$8,782,570 
9/21/92	Light Sleeper	$5,000,000 	$1,050,861 	$1,050,861 
8/29/03	Party Monster	$5,000,000 	$742,898 	$894,030 
2/21/96	Bottle Rocket	$5,000,000 	$407,488 	$407,488 
1/17/97	Albino Alligator	$5,000,000 	$353,480 	$353,480 
8/3/07	Gandhi, My Father	$5,000,000 	$240,425 	$1,375,194 
4/25/08	Standard Operating Procedure	$5,000,000 	$228,830 	$228,830 
3/27/98	No Looking Back	$5,000,000 	$143,273 	$143,273 
6/13/03	Tycoon	$5,000,000 	$121,016 	$121,016 
6/4/99	Desert Blue	$5,000,000 	$99,147 	$99,147 
2/27/04	Decoys	$5,000,000 	$84,733 	$96,760 
11/16/07	Redacted	$5,000,000 	$65,388 	$765,388 
1/28/05	Fascination	$5,000,000 	$16,670 	$83,356 
1/30/07	Farce of the Penguins	$5,000,000 	$0 	$0 
8/29/08	Obsluhoval jsem anglického krále	$4,900,000 	$617,228 	$7,174,984 
11/20/96	Sling Blade	$4,833,610 	$24,475,416 	$34,175,000 
1/6/06	Hostel	$4,800,000 	$47,326,473 	$82,241,110 
9/30/11	Take Shelter	$4,750,000 	$1,728,953 	$3,128,953 
1/27/06	Tristram Shandy: A Cock and Bull Story	$4,750,000 	$1,253,413 	$3,061,763 
8/22/86	The Texas Chainsaw Massacre 2	$4,700,000 	$8,025,872 	$8,025,872 
4/22/88	Lady in White	$4,700,000 	$1,705,139 	$1,705,139 
10/13/06	Driving Lessons	$4,700,000 	$239,962 	$239,962 
5/23/73	Pat Garrett and Billy the Kid	$4,638,783 	$8,000,000 	$11,000,000 
7/16/04	Camping Sauvage	$4,600,000 	$3,479,302 	$3,479,302 
3/4/05	Dear Frankie	$4,600,000 	$1,340,891 	$3,147,385 
6/24/11	Le nom des gens	$4,600,000 	$514,237 	$9,261,711 
5/28/08	Savage Grace	$4,600,000 	$434,417 	$968,805 
10/19/07	Out of the Blue	$4,600,000 	$728 	$731,767 
3/23/84	Police Academy	$4,500,000 	$81,198,894 	$81,198,894 
3/9/94	Four Weddings and a Funeral	$4,500,000 	$52,700,832 	$242,895,809 
8/13/82	Fast Times at Ridgemont High	$4,500,000 	$27,092,880 	$27,092,880 
9/28/96	Secrets & Lies	$4,500,000 	$13,417,292 	$13,417,292 
12/19/02	25th Hour	$4,500,000 	$13,084,595 	$23,928,503 
1/1/56	Moby Dick	$4,500,000 	$10,400,000 	$10,400,000 
10/4/96	Bound	$4,500,000 	$3,802,260 	$7,011,317 
10/6/00	Requiem for a Dream	$4,500,000 	$3,635,482 	$7,390,108 
3/9/62	State Fair	$4,500,000 	$3,500,000 	$3,500,000 
10/24/08	Låt den rätte komma in	$4,500,000 	$2,122,085 	$12,247,682 
2/12/99	Tango	$4,500,000 	$1,687,311 	$5,428,387 
4/23/86	Salvador	$4,500,000 	$1,500,000 	$1,500,000 
9/2/11	Salvando al Soldado Perez	$4,500,000 	$1,400,726 	$9,330,465 
10/26/01	Donnie Darko	$4,500,000 	$1,270,522 	$7,696,529 
3/27/98	Karakter	$4,500,000 	$713,413 	$713,413 
8/19/11	Mozart's Sister	$4,500,000 	$707,885 	$707,885 
3/14/03	Spun	$4,500,000 	$410,241 	$1,022,649 
7/23/10	Life During Wartime	$4,500,000 	$281,447 	$281,447 
5/4/06	Chinjeolhan geumjassi	$4,500,000 	$211,667 	$23,471,871 
10/7/11	Blackthorn	$4,500,000 	$200,558 	$1,249,765 
4/18/03	Lilja 4-ever	$4,500,000 	$181,655 	$4,762,172 
2/22/02	Mean Machine	$4,500,000 	$92,723 	$92,723 
8/31/07	Fong juk	$4,500,000 	$51,957 	$51,957 
11/19/75	One Flew Over the Cuckoo's Nest	$4,400,000 	$108,981,275 	$108,981,275 
6/25/76	Silent Movie	$4,400,000 	$36,145,695 	$36,145,695 
6/6/03	Whale Rider	$4,300,000 	$20,779,666 	$39,892,476 
6/13/01	Sexy Beast	$4,300,000 	$6,946,056 	$10,154,577 
12/4/09	Paa	$4,300,000 	$199,228 	$9,791,282 
10/19/90	Night of the Living Dead	$4,200,000 	$5,835,247 	$5,835,247 
2/17/06	Nochnoy dozor	$4,200,000 	$1,502,188 	$33,913,542 
8/13/10	Animal Kingdom	$4,200,000 	$1,044,039 	$8,078,683 
5/28/10	George A. Romero's Survival of the Dead	$4,200,000 	$101,740 	$101,740 
3/6/98	Love and Death on Long Island	$4,030,000 	$2,542,264 	$2,542,264 
3/19/82	Porky's	$4,000,000 	$109,492,484 	$109,492,484 
2/5/53	Peter Pan	$4,000,000 	$87,400,000 	$87,400,000 
11/25/92	The Crying Game	$4,000,000 	$62,546,695 	$62,546,695 
9/12/03	Lost in Translation	$4,000,000 	$44,585,453 	$112,550,685 
4/20/77	Annie Hall	$4,000,000 	$38,251,425 	$38,251,425 
1/10/52	The Greatest Show on Earth	$4,000,000 	$36,000,000 	$36,000,000 
10/27/95	Leaving Las Vegas	$4,000,000 	$31,983,777 	$49,800,000 
12/26/01	Monster's Ball	$4,000,000 	$31,273,922 	$43,766,463 
1/1/60	Exodus	$4,000,000 	$21,750,000 	$21,750,000 
7/9/10	The Kids Are All Right	$4,000,000 	$20,811,365 	$36,275,469 
8/17/79	The Life of Brian	$4,000,000 	$20,008,693 	$20,008,693 
3/1/13	The Last Exorcism Part II	$4,000,000 	$15,179,303 	$18,541,236 
12/17/74	The Front Page	$4,000,000 	$15,000,000 	$15,000,000 
1/1/56	Trapeze	$4,000,000 	$14,400,000 	$14,400,000 
8/16/85	The Return of the Living Dead	$4,000,000 	$14,237,880 	$14,237,880 
6/25/04	De-Lovely	$4,000,000 	$13,337,299 	$18,396,382 
11/4/88	They Live	$4,000,000 	$13,000,000 	$13,000,000 
8/4/00	Saving Grace	$4,000,000 	$12,178,602 	$27,786,849 
8/8/63	The Great Escape	$4,000,000 	$11,744,471 	$11,744,471 
2/6/04	What the #$'! Do We Know	$4,000,000 	$10,941,801 	$10,941,801 
7/28/06	Scoop	$4,000,000 	$10,525,717 	$39,375,361 
11/14/01	The Wash	$4,000,000 	$10,097,096 	$10,097,096 
3/1/00	3 Strikes	$4,000,000 	$9,821,335 	$9,821,335 
4/11/08	The Visitor	$4,000,000 	$9,427,026 	$16,784,953 
11/26/03	The Cooler	$4,000,000 	$8,291,572 	$10,464,788 
1/1/61	The Misfits	$4,000,000 	$8,200,000 	$8,200,000 
8/4/06	The Night Listener	$4,000,000 	$7,836,393 	$10,547,755 
2/3/95	The Jerky Boys	$4,000,000 	$7,555,256 	$7,555,256 
5/25/07	Bug	$4,000,000 	$7,006,708 	$7,006,708 
10/11/02	The Rules of Attraction	$4,000,000 	$6,525,762 	$11,799,060 
12/19/69	Topaz	$4,000,000 	$6,000,000 	$6,000,000 
11/17/06	Let's Go to Prison	$4,000,000 	$4,630,045 	$4,630,045 
12/25/95	Four Rooms	$4,000,000 	$4,301,000 	$4,301,000 
4/25/03	The Real Cancun	$4,000,000 	$3,816,594 	$3,816,594 
12/1/88	Talk Radio	$4,000,000 	$3,468,572 	$3,468,572 
1/31/97	Waiting for Guffman	$4,000,000 	$2,922,988 	$2,922,988 
9/10/99	Love Stinks	$4,000,000 	$2,793,776 	$2,793,776 
6/22/07	You Kill Me	$4,000,000 	$2,426,851 	$2,426,851 
9/16/05	Thumbsucker	$4,000,000 	$1,328,679 	$1,919,197 
3/5/11	Red State	$4,000,000 	$1,065,429 	$1,065,429 
9/30/05	MirrorMask	$4,000,000 	$864,959 	$963,224 
3/31/87	Barbarians, The	$4,000,000 	$800,000 	$800,000 
2/28/03	Poolhall Junkies	$4,000,000 	$563,711 	$563,711 
5/28/99	The Loss of Sexual Innocence	$4,000,000 	$399,793 	$399,793 
3/4/88	Prison	$4,000,000 	$354,704 	$354,704 
5/1/98	Shooting Fish	$4,000,000 	$302,204 	$302,204 
5/8/09	Adoration	$4,000,000 	$294,244 	$384,244 
8/4/00	Psycho Beach Party	$4,000,000 	$267,972 	$267,972 
1/28/00	The Big Tease	$4,000,000 	$185,577 	$185,577 
7/25/03	Mondays in the Sun	$4,000,000 	$146,402 	$146,402 
4/1/11	Trust	$4,000,000 	$120,016 	$120,016 
12/22/00	An Everlasting Piece	$4,000,000 	$75,078 	$75,078 
3/26/99	Among Giants	$4,000,000 	$64,359 	$64,359 
7/16/99	The Velocity of Gary	$4,000,000 	$34,145 	$34,145 
12/27/02	Sonny	$4,000,000 	$17,639 	$17,639 
6/20/97	The Last Time I Committed Suicide	$4,000,000 	$12,836 	$12,836 
1/1/30	Hell's Angels	$4,000,000 	$0 	$0 
11/9/72	1776	$4,000,000 	$0 	$0 
12/31/13	Geograf globus propil	$4,000,000 	$0 	$0 
12/15/39	Gone with the Wind	$3,900,000 	$198,680,470 	$390,525,192 
12/12/66	A Man for All Seasons	$3,900,000 	$28,350,000 	$28,350,000 
12/30/25	Ben-Hur	$3,900,000 	$9,000,000 	$9,000,000 
1/1/76	Network	$3,800,000 	$23,689,877 	$23,689,877 
1/14/11	Down for Life	$3,800,000 	$41,914 	$41,914 
4/30/10	The Good Heart	$3,800,000 	$20,930 	$340,930 
4/7/65	Major Dundee	$3,800,000 	$14,873 	$14,873 
5/17/50	Annie Get Your Gun	$3,768,785 	$8,000,000 	$8,000,000 
8/11/06	Casa de Areia	$3,750,000 	$539,285 	$1,178,175 
5/13/70	The Ballad of Cable Hogue	$3,716,946 	$3,500,000 	$5,000,000 
1/1/48	The Pirate	$3,700,000 	$2,956,000 	$2,956,000 
11/21/06	The History Boys	$3,700,000 	$2,730,296 	$13,425,589 
11/3/06	Unknown	$3,700,000 	$26,403 	$3,080,493 
